intervention_start_day,0.0,0.02,0.04,0.06,0.08,0.1,0.12,0.14,0.16,0.18,0.2,0.22,0.24,0.27,0.29,0.31,0.33,0.35,0.37,0.39,0.41,0.43,0.45,0.47,0.49,0.51,0.53,0.55,0.57,0.59,0.61,0.63,0.65,0.67,0.69,0.71,0.73,0.76,0.78,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1.0
0.0,0.0,5.074891852232977,9.999054118748862,14.769155933603095,19.382523963044317,23.837139180669777,28.13161402909463,32.26519321446977,36.23768713182827,40.049489977380084,43.70150660828516,47.20710969898231,50.57088702159294,53.77730037671362,56.797298034299274,59.65183892414512,62.363896515853945,64.93703030998039,67.37500816444866,69.68177128890514,71.86141801521289,73.91815802017283,75.85629563517591,77.68019864046775,79.3942774928325,81.0029595962499,82.51067205505393,83.9218209830101,85.24077476201029,86.47184905960428,87.61929089848951,88.68727067534586,89.67986843431544,90.62182627036933,91.50544677367117,92.32007642868571,93.06987872702142,93.75080073245823,94.36360464620289,94.92683590239992,95.4436290768126,95.91698618034121,96.34976048830653,96.73954514392622,97.08662273349469,97.4035833686851,97.69247669682274,97.95525280811457,98.19706932104961,98.41902932381691
0.61,0.0,4.691946392875335,9.256977096233443,13.689682367316546,17.988075257578462,22.1506337960809,26.176282947215036,30.06438525702988,33.81472664788958,37.42749477179873,40.90326163908647,44.26270533916087,47.49662192713103,50.5943045196538,53.552934601298766,56.33562900535891,58.993849874045154,61.53020207368694,63.94745622903355,66.24854016152426,68.43651084181815,70.51453685643327,72.48587567772095,74.35386205196994,76.12188542264926,77.79337361196129,79.37177975260215,80.86056878483437,82.26320224828805,83.5831239912239,84.8237534019018,85.98847559875729,87.0806271251496,88.10349313598007,89.09223857460404,90.02025746932145,90.88051407700696,91.66457235289985,92.38183859469771,93.04836809215944,93.66690910048762,94.24011886858948,94.76503311462821,95.24930448062263,95.69654923147003,96.10898439527965,96.47986833173344,96.81996891381084,97.13312826814351,97.42100226944062
1.22,0.0,4.438970133252451,8.766752569798397,12.976421298882679,17.066322966518076,21.035162403406773,24.88199009868316,28.606208248568265,32.20753918864156,35.68602699586364,39.04202414753399,42.29647267870621,45.440001111340656,48.46082244515989,51.36052211429065,54.097514381993996,56.714210589694346,59.22014340069601,61.617497642582094,63.90858632972426,66.09584606251504,68.18181715507112,70.16912569974775,72.06047881943711,73.85863885436233,75.56642409352827,77.18668434946349,78.72229795231702,80.17615731519557,81.55115695690895,82.85019189066719,84.07613947223365,85.2318576318208,86.32017402498715,87.36671715401675,88.36898879562293,89.29792713977183,90.15743710471243,90.94402732470967,91.67954886109627,92.36647601969847,93.00721598676091,93.59617355366588,94.14439821709952,94.65421002010393,95.12767087958774,95.56677103068414,95.96211547316386,96.32779206980298,96.66652563754252
1.84,0.0,4.249660766123098,8.399171568296603,12.440921559012185,16.37346890619633,20.195661596108504,23.906630796999718,27.505785567032028,30.992813173946853,34.36766498898979,37.63053704843154,40.79689460667352,43.8683853297358,46.82709480838595,49.674264618167186,52.378357284009525,54.9591073497253,57.43735265443497,59.814870643125964,62.09356678334672,64.2754498728389,66.36263349176173,68.357306032298,70.26173963934635,72.07826672340386,73.80927080302241,75.4571805245708,77.02445832704396,78.51359050929766,79.92707792369077,81.26743311097964,82.53716475855788,83.73877818058085,84.8747627041309,85.95733255948159,87.01430289972727,87.99665709686872,88.91569357377672,89.75462196739123,90.54256537398042,91.28177812366178,91.97446616339843,92.61498769051086,93.21285133179055,93.77151143332654,94.29289487226094,94.77887152660708,95.2312530571867,95.64191490418882,96.02100503603252
2.45,0.0,4.087029957984489,8.082259200096775,11.97832499298409,15.773956532512434,19.468103345579323,23.05997101865983,26.54898989699006,29.93482363606157,33.21735064613791,36.39666632248291,39.479050338752785,42.48441968464017,45.38537640025429,48.18291754515639,50.85983612372957,53.40526591124994,55.855241733104236,58.21123995901544,60.47483976097428,62.64772512298975,64.7316593570525,66.72850197705647,68.64017372488692,70.46866029074256,72.21600262146988,73.88428803188025,75.47563933563677,76.99221211777024,78.43618235237935,79.80974597454251,81.11510601197358,82.35446813631032,83.53003910402005,84.6440144804939,85.73332019402068,86.76302514220444,87.73343243127822,88.62151448718595,89.45512250774138,90.24017237792579,90.97868415652766,91.6668067450926,92.30888756897382,92.91131486910447,93.47588429420539,94.00434705410412,94.49840599033674,94.9597171210506,95.38988786968021
3.06,0.0,3.933219169699398,7.781239382412641,11.537935945431766,15.2021723848072,18.77301558262735,22.24972830946299,25.631771892754852,28.918791552261425,32.11063313131407,35.207302263433185,38.208994649665584,41.14280678325854,43.984812320623966,46.730966107557336,49.3822032725763,51.8900183780012,54.30880464803719,56.63997590896811,58.884843638707274,61.04480300623325,63.1213406584226,65.116010867676,67.03043985788862,68.86631087315476,70.62536244365438,72.30937976139708,73.92018782366992,75.45964393425726,76.92963506182868,78.33206754220312,79.66886481373425,80.94196351993898,82.15330077064269,83.30482039730194,84.40296701440806,85.47709472370254,86.49288747685165,87.43390185706154,88.3109570447223,89.1399119367424,89.9226000905969,90.65817834363332,91.343359267037,91.98870440894788,92.59587373230748,93.16649089650456,93.70214322933356,94.20437995906956,94.67471119165863
3.67,0.0,3.781019981631628,7.482067517454105,11.099241783205315,14.631539701790054,18.078128438115716,21.43834450122286,24.71168242911076,27.897790568960012,30.996471027922745,34.007688199585374,36.931533763456706,39.7838585384552,42.5631772642761,45.25397527501577,47.856988315374075,50.34387851979714,52.727168360328214,55.02910355461606,57.25075592322094,59.393280162563535,61.45790203585519,63.4459110164527,65.35866710254396,67.19758132561357,68.9641171812662,70.65978710005531,72.28613699204612,73.8447535171297,75.33725015736992,76.76526645474509,78.13046203848897,79.43451281066814,80.67910689534665,81.86593829167386,82.98257574429417,84.0789799945499,85.13904921606677,86.134432365006,87.05421674842928,87.92666320518822,88.75341793243805,89.53610843787807,90.26614678583564,90.95509605222158,91.60581523101818,92.21979206977024,92.79848572515445,93.34332750834473,93.85571792879979
4.29,0.0,3.6276155697003154,7.179859170104685,10.655391235139,14.053349897605539,17.373010770706454,20.61376229757047,23.775139124384314,26.856800586360684,29.85854156970681,32.78026606714106,35.62201620367903,38.388490141543286,41.100475014502955,43.73110954766955,46.28097663369254,48.743285704123366,51.0860973970751,53.3537761626945,55.54718706789612,57.66726291494386,59.71500231271214,61.691460616295714,63.597758348912606,65.43505765111213,67.20457643782707,68.90757029005405,70.54533549644107,72.11920445160051,73.63053680339343,75.08072123482057,76.47116937377385,77.80331088280671,79.07859252122782,80.29324055382028,81.44227465464881,82.54091186005688,83.64412308228506,84.69364789504334,85.65684661633102,86.57240223317767,87.44316723866106,88.27058479997983,89.04927738862371,89.78263875261935,90.47800960147386,91.13673075258666,91.76012445231986,92.34949171006781,92.90611103605902
4.9,0.0,3.467293819963435,6.868815704827225,10.200531004933156,13.461700113350572,16.651682681200285,19.76993880775958,22.816043420429043,25.78968165621759,28.690636292690808,31.518783439038923,34.27410676857884,36.956688475614285,39.590353555778805,42.1559232548833,44.647592923559756,47.06588346736462,49.378185180792244,51.60638739606356,53.76629985829406,55.85866619342372,57.884286673036954,59.84401086110693,61.738740492540614,63.56942126283338,65.33704556790971,67.04264265548022,68.6872799272117,70.2720542129136,71.79809447844596,73.2665585296162,74.67862364725949,76.0354925472832,77.33838061323533,78.57482771085323,79.7552767761185,80.88709491821287,81.99277432580564,83.08549618279957,84.10246430075551,85.06019099423068,85.97436961632421,86.84625939734443,87.67424201612558,88.45234360636198,89.19301427199943,89.89744282171559,90.56680533734742,91.20226449913224,91.8049677406197
