Unnamed: 0,Efficacy,Coverage,Median Infected Passengers,Median Infected Crew,Percentage Averted,Total infections averted
2054,0.836734693877551,0.0816326530612244,781.7787371916761,336.1405366736358,0.22537318083140834,325.2521297083167
2055,0.836734693877551,0.1020408163265306,733.1048834530384,311.1372960305048,0.27642539417164425,398.9292240900854
2056,0.836734693877551,0.1224489795918367,686.4146697461994,287.304093463374,0.3252923659667737,469.45264036405524
2057,0.836734693877551,0.1428571428571428,641.7089470982014,264.65898272969,0.3719609967440366,536.8034737457372
2058,0.836734693877551,0.1632653061224489,598.9811312787008,243.2108995551231,0.4164296571090861,600.9793727398047
2059,0.836734693877551,0.183673469387755,558.2178967547629,222.96019024785613,0.45870734060539153,661.9933165710095
2060,0.836734693877551,0.2040816326530612,519.399223737619,203.8991220177004,0.4988132775051777,719.8730578183092
2061,0.836734693877551,0.2244897959183673,482.0106830335693,185.99613573632533,0.5371257931554394,775.164584803734
2062,0.836734693877551,0.2448979591836734,446.33660625856726,169.23257193607242,0.5734607984399172,827.6022253789889
2063,0.836734693877551,0.2653061224489795,412.4518859193248,153.60060064848153,0.6077718244928298,877.1189170058223
2064,0.836734693877551,0.2857142857142857,380.47445963222225,139.06670414824544,0.6400003752194904,923.6302397931609
2065,0.836734693877551,0.3061224489795918,350.3540143716075,125.59306849133692,0.6702075154175113,967.2243207106842
2066,0.836734693877551,0.3265306122448979,322.0363671168714,113.08981858339916,0.6984930656034365,1008.0452178733581
2067,0.836734693877551,0.3469387755102041,295.46404991004795,101.54649831200445,0.7249040916145083,1046.1608553515762
2068,0.836734693877551,0.3673469387755101,270.5564768730578,90.94315080739474,0.7495102613693042,1081.671775893176
2069,0.836734693877551,0.3877551020408163,247.10739272966396,81.23108538169326,0.7724882316138508,1114.8329254622713
2070,0.836734693877551,0.4081632653061224,225.24376623718192,72.36073607673006,0.7937843685254753,1145.5669012597166
2071,0.836734693877551,0.4285714285714285,204.89853493536668,64.28218290948405,0.8134797313899814,1173.9906857287779
2072,0.836734693877551,0.4489795918367346,186.00383044051503,56.94567411578217,0.8316558213704224,1200.2218990173315
2073,0.836734693877551,0.4693877551020408,168.75355431048774,50.30204585892325,0.8482123470386274,1224.1158034042176
2074,0.836734693877551,0.4897959183673469,153.07302821295292,44.30310214464285,0.8632344502746891,1245.795273216033
2075,0.836734693877551,0.5102040816326531,138.54907164738685,38.90192231137088,0.8770409436333427,1265.7204096148707
2076,0.836734693877551,0.5306122448979591,124.98041965135128,34.05672141126007,0.8898002408661935,1284.1342625110174
2077,0.836734693877551,0.5510204081632653,112.213973973929,29.74363863480875,0.9016349601598136,1301.213790964891
2078,0.836734693877551,0.5714285714285714,100.499503941872,25.89140058762695,0.9124214184008042,1316.7804990441296
2079,0.836734693877551,0.5918367346938775,89.77412051031581,22.46120035342527,0.922230082590453,1330.9360827098876
2080,0.836734693877551,0.6122448979591836,79.97656815052522,19.41627687737477,0.9311288702216659,1343.7785585457286
2081,0.836734693877551,0.6326530612244897,71.1038156960088,16.72196983736031,0.9391438984199022,1355.3456180402595
2082,0.836734693877551,0.6530612244897959,63.1142615674875,14.35084848500581,0.9463230009542376,1365.7062935211352
2083,0.836734693877551,0.673469387755102,55.85242238781525,12.285368211877724,0.9527860720972104,1375.0336129739355
2084,0.836734693877551,0.6938775510204082,49.26841614816011,10.472586660009744,0.9586043607431264,1383.4304007654587
2085,0.836734693877551,0.7142857142857142,43.314376265230024,8.887326635039132,0.9638284802685214,1390.9697006733595
2086,0.836734693877551,0.7346938775510203,37.94447895130955,7.496637490811152,0.9685130149269879,1397.7302871315078
2087,0.836734693877551,0.7551020408163265,33.07593844673016,6.281883558923383,0.9727282414907928,1403.813581567975
2088,0.836734693877551,0.7755102040816326,28.729372600431137,5.254769368871183,0.9764517631896324,1409.1872616043263
2089,0.836734693877551,0.7959183673469387,24.860451369407457,4.390386020868472,0.979731556960009,1413.9205661833528
2090,0.836734693877551,0.8163265306122448,21.413676711085884,3.6427816702082065,0.9826379192940988,1418.1149451923345
2091,0.836734693877551,0.836734693877551,18.390334737437552,2.99935496625539,0.9851786907288164,1421.7817138699356
2092,0.836734693877551,0.8571428571428571,15.730965050956272,2.449419901164277,0.9874024769981572,1424.9910186215081
2093,0.836734693877551,0.8775510204081632,13.350908747842178,1.9780638173048557,0.9893782730677805,1427.8424310084815
2094,0.836734693877551,0.8979591836734693,11.268046748159511,1.5806690987530394,0.9910968885503856,1430.3226877267161
2095,0.836734693877551,0.9183673469387754,9.41220835004392,1.250970575825077,0.9926112872667345,1432.5082246477596
2096,0.836734693877551,0.9387755102040816,7.796205803820647,0.981817560769502,0.9939175462160256,1434.3933802090385
2097,0.836734693877551,0.9591836734693876,6.435504482704799,0.7661694151216736,0.9950098277446509,1435.9697296758022
2098,0.836734693877551,0.979591836734694,5.259995499113975,0.5844411269299965,0.995950282404729,1437.3269669475847
2099,0.836734693877551,1.0,4.265444965361401,0.4395300737566297,0.996739836288699,1438.4664285345107
2100,0.8571428571428571,0.0,996.0172956572094,447.1541079164193,0.0,0.0
2101,0.8571428571428571,0.0204081632653061,938.122453915749,417.0867900459395,0.060950597686543095,87.96215961194002
2102,0.8571428571428571,0.0408163265306122,882.2407894175168,388.08346618040525,0.1197689668376859,172.84714797570655
2103,0.8571428571428571,0.0612244897959183,828.4058890884189,360.20349779091043,0.17639070180017735,254.56201669429925
2104,0.8571428571428571,0.0816326530612244,776.6421676716793,333.49556349737577,0.2307651548387839,333.0336724045735
2105,0.8571428571428571,0.1020408163265306,726.9649103172287,307.99756803876596,0.2828554697015292,408.2089252176338
2106,0.8571428571428571,0.1224489795918367,679.3807454644285,283.73674866923864,0.3326381802267119,480.05390943996144
2107,0.8571428571428571,0.1428571428571428,633.8880671302845,260.7299802325866,0.3801027063399479,548.5533562107574
